103.417,105.5,119.367,111.483,87.8833,105.5,59.25,72.3667,81.9667,78.9167,114.483,0.566667,120.983,70.4,121.333,82.8167,125.483,76.4167,50.6833,100.317,21.5833,94.2167,62.2167,78.6,49.8167,72.6833,51.2,44.4167,63.4167,146.6,108.15,64.7,42.4333,103.883,93.2833,142.333,86.8167,93.9667,39.8833,90.3667
146.3,147.467,168.183,155.183,127.733,131.45,104.517,112.733,100.25,120.65,67.65,117.617,0.616667,131.5,108.967,115.667,84.4833,113.633,100.467,126.45,153.7,69.9333,78.3167,94.1167,105.783,112.017,130.233,103.3,111.833,149.2,110.8,80.7333,97.8667,106.5,109.083,145,82.3167,138.417,125.317,105.417
105.25,106.283,116.083,110.3,86.05,89.9833,56.8833,72.1,47.3167,78.9167,91.8,68.2,131.733,0.016667,56.5667,41.95,134.117,110.55,36.2,72.4333,50.25,106.267,128.75,113.867,93.8333,105.917,74.5,59.05,57.1667,114.017,82.3167,131.117,53.15,70.3333,128.883,109.333,45.3833,129.733,79.5667,125.9
115.817,116.967,136.1,122.967,94.5,96.8333,71.7333,76.9,66.3667,90.3167,85.0167,112.033,111.183,66.9333,1.01667,28.2667,92.5,125.3,67.1833,34.6167,87.45,88.45,86.7833,102.65,95.2833,120.35,114.467,68.65,99.8333,114.35,76.3667,89.2167,72.75,71.15,117.467,133.667,29.7333,118.617,90.5667,113.283
104.383,105.367,129.483,111.35,84.3833,86.3333,60.8,68.4333,57.7667,77.1333,73.2667,92.5667,74.95,47.3833,27.4333,0.533333,95.3167,118.117,57.7667,56.7,72.6167,77.7833,89.6333,105.5,116.3,113.2,97.0167,63.3833,81.5333,104.417,67.95,92.0833,58.8667,60.45,120.367,99.4167,28.2167,121.383,84.7333,117.383
149.383,151.717,164.417,157.233,133.367,151.367,110.217,179.967,159.917,125.5,93,124.867,85.5833,134.483,91.7167,94.05,0.533333,101.667,130.083,104.583,110.083,97.4833,48.8333,62,79.1167,91.7833,103.867,143.717,100.9,167.533,130.5,51.1,138.7,126.167,80.4333,163.65,103.333,88.15,101.7,73
135.05,137.183,151.117,143.267,117.45,139.333,93.6667,106.65,97.5333,110.283,128,75.25,116.15,109.583,122.917,121.883,95.1167,3.61667,83.9167,134.783,94.2,108.15,49.4167,76.5167,70.6333,63.0167,77.1,83.8333,104.65,178.7,141.9,59.5,78.5167,137.45,86.7333,175.117,122.5,114.467,85.3,88.5667
99.45,100.6,115.05,106.683,78.9333,83.8333,45.25,60.3333,37.4333,71.85,95.6,51.7667,98.4167,42.0833,65.2833,57.35,126.983,86.15,0.766667,77.9,34.3,98.1833,74.35,90.0167,59.2167,82.1,68.0833,29.8167,59.4833,118.017,80.4333,78.9,24.0333,74.2333,104.833,112.633,52.6667,105.9,49.0167,101.967
127.117,128.25,147.45,134.15,105.5,110.5,83.3167,91.1,79.4667,99.9167,84.45,101.317,84.1167,81.3333,39.5,56.65,104.233,134.667,79.7667,0.2,84.3167,88.7833,98.6167,114.533,107.817,131.983,106.95,81.5667,92.6,128,89.6667,101.183,76.3333,85.45,129.517,154.267,63.7,130.233,103.617,126.45
113.617,114.733,118.05,110.383,90.3333,101.283,57.1667,85.1,59.5167,76.5833,98.9333,20.4667,98.5333,53.3,68.0333,67.7833,108.85,93.75,33.3167,80.7167,1.63333,79.5333,103.4,98.0667,70.3833,90.45,49.9333,47.3167,44.6,134.383,96.2167,105.883,42.3,91.8167,140.6,130.55,64.8333,114.1,54.7167,110.117
150.3,147.983,164.967,177.333,153.533,135.467,111.2,144.45,119.833,148,37.1833,85.2333,71.3333,96.5333,90.7833,79.0833,86.9167,100.55,87.15,115.4,69.8167,2.55,81.15,96.4167,72.4333,103.783,63.0833,100.967,62.8833,152.717,115.067,83.5167,100.5,110.6,119.967,148.85,88.1167,133.983,106.617,123.633
125.167,128,141.3,132.15,106.7,128.367,83.0167,95.6,86.65,100.183,87.45,64.2667,79.9167,128.35,85.95,88.35,48.0333,46.25,73.2333,98.55,103.833,89.6,0.85,37.5167,55.4333,45.6833,75.3,73.15,94.9667,161.75,124.7,12.4,67.85,120.3,55,158.017,97.5333,50.3667,82,47.8167
138.4,140.667,154.133,146.5,123.917,141.983,96.9,110.533,100.617,115.683,102.85,78.3,94.9333,111.2,101.117,103.533,62.8833,81.15,86.8,113.767,97.5167,110.65,35.7667,0.7,66.5167,72.2667,82.1667,87.0333,112.75,176.117,139.783,38.3333,81.7667,135.3,20.1667,172.717,112.95,44.3333,88.9,38.7
110.683,112.5,126.55,118.55,97.2167,113.517,67.6167,81.5833,71.3833,86.75,103.733,51.3,104.267,90.7167,95.7667,94.7333,106.783,66.8,58.05,108.533,67.3667,86.0333,55.3,65.65,1.66667,65.2167,35.6333,81.0833,61.5333,153.517,115.917,64.55,82.4333,111.667,94.6833,149.933,107.667,81.3833,47.9667,77.45
136.283,138.25,151.85,144.4,123.233,139.133,94.0833,107.667,97.6,113.833,135.683,73.0833,116.6,107.867,122.383,121.05,94.1833,59.2833,83.7167,134.65,119.567,118.317,45.3833,72.7833,63.6833,6.01667,82.1,83.9333,111.333,178.9,142.267,58,78.7333,137.867,85.2667,175,122.7,93.5833,91.5833,89.6833
119.7,121.95,135.317,127.767,105.5,121.617,76.0833,119.067,97,96.6167,89.7667,52.3833,132.367,74.8833,88.2667,87.2167,103.75,74.6833,67.2,101.033,49.0167,75.65,74.1833,80.3333,37.6,74.3,0.85,68.6333,45.15,154.033,116.883,69.2667,76.0667,112.433,111.767,150.717,99.9833,96.1667,66.3333,92.2667
89.15,91.3167,101.817,93.9333,74.8,84.6833,34.6333,58.6167,38.2,62,102.1,45.7667,104.65,67,71.1667,68.7,100.9,85.7167,31.2333,83.7833,55.8667,114.75,73.7167,90.7,60.1833,82.8833,70.8,1.35,72.0667,128.1,90.1167,77.5667,20.5833,85.7667,105.85,124.3,70.3167,106.383,40.5333,102.467
123.9,140.667,139.5,146.633,124.417,125.2,80.7667,117.567,89.2167,115.833,87.6833,64.3,109.65,62.2,103.967,90.55,98.6333,103.3,59.95,88.8,45.9833,72.4167,93.0667,110.75,64.35,101.083,45.4167,72.7167,1.73333,142.167,104.467,95.1833,67.6333,99.9,130.6,138.35,76.3333,144.983,94.5667,140.95
154.4,155.733,173.4,161.333,143.9,143.367,111.217,123.05,109.967,133.1,147.8,145.55,150.25,138.733,117.183,106.933,169.283,181.117,123.467,129.533,131.5,151.85,164.5,180.25,153.517,176.717,160.133,126.05,146.117,3.4,74.85,166.95,120.817,56.0667,198.7,93.5667,103.75,199.967,146.8,192.733
114.417,115.45,138.467,121.4,103.15,97.2167,70.7167,83.05,69.7,92.0333,106.85,105.633,109.25,86.6,75.1,91.9167,129.517,141.75,81.0333,88.5833,90.7,111.4,124.533,140.3,114.183,137.933,119.8,89.85,105.317,74.4,1.78333,126.65,80.3667,39.65,155.083,83.8167,105.783,156.183,106.7,152.533
125.783,127,158.233,142.65,117.65,130.467,84.5833,102.3,88.5667,105.983,110.15,65.8,82.0833,125.983,88.0167,90.4,49.4333,53.8167,74.25,100.767,101.183,92.8667,9.93333,39.3,63.5,54.1,85.1167,74.4833,92.4333,163.967,126.683,0.666667,69.2333,122.567,53.1167,160.483,99.7333,52.7333,76.4333,50.5667
93.4833,88.2167,101.75,93.95,81.6833,81,38.1667,84.4833,49,67.9833,97.35,42.85,99.5833,63.3,66.7833,65.1167,95.5,81.75,24.95,79.2,46.5,105.933,69.9333,86.0667,79.5833,77.8,78.5833,19.3833,71.4833,122.133,84.3167,72.2667,1.23333,79.9333,102,118.3,67.1833,102.667,39.1167,98.5
104.217,105.433,132.383,111.117,95.6333,87.2833,61.0667,75.6833,60.2833,85.3,96.6167,95.25,99.0167,66.35,65.1167,54.9167,119.383,131.3,71.0667,78.2333,80.2333,101.133,114.433,130.25,103.883,127.65,109.75,75.25,95.1833,60.8333,34.6667,116.867,70.0833,0.25,145.283,64.1167,51.9,146.383,96.55,142.367
161.967,167.583,186.65,173.35,147.883,160.383,113.75,132.25,129.8,136.067,147.067,93.9333,108.067,161.8,117.717,120.067,78.0833,88.25,115.267,129.967,139.45,128.917,54.5667,22.2333,90,80.3667,104.283,103.333,131.567,190.733,156.417,66.4167,97.9833,149,1.31667,190.017,126.133,62.5333,117.1,58.25
146.567,147.833,172.733,153.517,138,130.95,104,117.317,102.883,124.25,140.017,137.85,143.3,109.35,109.75,99.1333,161.933,171.9,114.5,151.25,123.967,144.15,157.7,173.1,146.183,169.5,152.6,122.567,138.25,90.3833,77.7667,159.817,113.317,40.6,187.633,1.2,96.1833,190.05,139.133,184.917
99.55,100.867,127.467,106.65,99.8333,83.5167,56.8167,69.3667,53.2667,80.4667,81.25,81.3333,121.283,49.25,29.6167,28.95,101.817,121.417,54.4167,61.25,61.3,85.7167,96.6167,112.683,94.9,118.9,91.4,68.2833,77.7,100.733,64.2167,98.75,63.0833,58.1,127.767,96.1667,0.533333,128.783,97.8833,124.983
160.133,161.45,182.65,166.783,156.417,158.267,113.117,130.45,117.017,138.583,116.667,93.4333,139.367,126.983,115.55,117.667,87.4,112.55,102.317,127.783,138.433,141.883,50.8333,43.2833,81.1333,106.917,96.6,102.717,145.75,196.167,154.267,52.9667,97.35,150.1,62.2833,186.917,127.017,1.61667,104.117,16.4167
107.1,108.383,121.717,109.533,93.75,105.483,49.25,75.1333,52.9,78.0833,123.167,40.3667,124.133,84.0333,90.4667,88.7667,128.867,95.3,49.9667,102.967,55.2,105.033,78.9167,89.5333,47.4,85.9833,65.3333,39.4333,91.6,144.283,106.183,75.9833,40.2,102,116.85,140.167,90.5,105.783,0.383333,101.167
167.633,168.967,178.883,174.317,150.567,155.233,109.767,125.233,113.683,136.883,113.6,90.1833,146.267,122.25,112.367,114.533,92.15,109.633,98.9667,124.717,130.683,136.517,46.5,39.1167,78.0333,104.15,93.4833,99.25,139.083,187.583,151.533,48.6167,94.05,146.817,57.3167,183.767,123.867,14.45,100.833,0.566667
